0.0002	pig
0.0002	bed
0.0002	hurried
0.0004	red
0.0020	come
0.0002	standing
0.0005	also
0.0001	finished
0.0003	stream
0.0004	page
0.0004	master
0.0004	cold
0.0002	forward
0.0002	roof
0.0001	cries
0.0002	thror
0.0011	us
0.0024	came
0.0001	children
0.0017	only
0.0001	passages
0.0008	may
0.0002	evening
0.0002	sky
0.0003	happened
0.0002	quietly
0.0002	ready
0.0003	sent
0.0001	flung
0.0001	fled
0.0001	ears
0.0003	caterpillar
0.0004	green
0.0002	passage
0.0063	were
0.0001	save
0.0007	shall
0.0002	foot
0.0003	often
0.0007	voice
0.0002	plan
0.0003	matter
0.0032	very
0.0001	sounded
0.0006	near
0.0001	slope
0.0084	said
0.0021	back
0.0002	tom
0.0003	dear
0.0001	actually
0.0010	seemed
0.0002	singing
0.0002	itself
0.0002	spider
0.0003	hope
0.0068	with
0.0006	next
0.0003	outside
0.0009	behind
0.0029	by
0.0002	map
0.0019	t
0.0029	now
0.0001	dinah
0.0002	shadows
0.0164	he
0.0002	taking
0.0002	company
0.0001	puzzled
0.0005	ground
0.0002	move
0.0002	especially
0.0001	oin
0.0029	we
0.0001	branch
0.0005	above
0.0001	terrible
0.0001	earth
0.0002	misty
0.0002	pepper
0.0004	gryphon
0.0003	new
0.0001	strange
0.0002	altogether
0.0002	wargs
0.0001	rushed
0.0001	comes
0.0001	sharp
0.0006	poor
0.0002	drew
0.0002	barrels
0.0002	return
0.0001	tail
0.0005	felt
0.0009	looked
0.0002	luck
0.0008	gollum
0.0002	several
0.0004	every
0.0002	everything
0.0004	against
0.0002	jury
0.0001	footman
0.0081	his
0.0002	rose
0.0006	knew
0.0003	face
0.0008	find
0.0010	end
0.0008	such
0.0003	fall
0.0001	lit
0.0004	between
0.0002	difficult
0.0003	south
0.0071	not
0.0011	though
0.0002	waited
0.0003	almost
0.0002	lights
0.0001	wings
0.0018	which
0.0002	fish
0.0004	suppose
0.0001	shores
0.0003	business
0.0068	all
0.0002	sometimes
0.0001	flew
0.0002	gloin
0.0017	way
0.0009	how
0.0002	watch
0.0002	stars
0.0004	hatter
0.0002	taken
0.0002	golden
0.0001	anyway
0.0002	certainly
0.0006	hand
0.0003	wolves
0.0002	sing
0.0151	in
0.0001	feast
0.0022	again
0.0033	what
0.0001	changed
0.0005	lay
0.0002	led
0.0002	escaped
0.0002	horrible
0.0001	picked
0.0002	escape
0.0002	bring
0.0009	nothing
0.0040	him
0.0002	trouble
0.0002	voices
0.0001	surprise
0.0002	cook
0.0001	seems
0.0001	creature
0.0002	bill
0.0002	folk
0.0004	feel
0.0025	about
0.0002	doors
0.0002	elf
0.0001	pretty
0.0001	show
0.0005	beorn
0.0002	sang
0.0001	reached
0.0001	dreams
0.0001	pine
0.0003	part
0.0010	going
0.0001	shone
0.0006	cried
0.0011	head
0.0002	cut
0.0001	started
0.0012	goblins
0.0002	carry
0.0005	nor
0.0002	camp
0.0003	rock
0.0005	small
0.0005	path
0.0002	sudden
0.0004	sitting
0.0003	home
0.0001	messengers
0.0004	o
0.0001	bird
0.0016	last
0.0001	falling
0.0003	running
0.0002	shut
0.0012	many
0.0003	table
0.0032	one
0.0004	always
0.0002	hood
0.0007	people
0.0044	she
0.0001	remained
0.0002	thrain
0.0001	dreadfully
0.0005	why
0.0001	rage
0.0001	fight
0.0003	father
0.0001	questions
0.0002	dry
0.0004	fact
0.0001	rolled
0.0002	wait
0.0002	run
0.0003	hare
0.0001	break
0.0001	angrily
0.0004	sure
0.0013	king
0.0016	who
0.0003	whole
0.0010	left
0.0003	spiders
0.0002	miles
0.0003	nasty
0.0005	brought
0.0015	gandalf
0.0002	merry
0.0077	as
0.0002	arm
0.0008	these
0.0020	thorin
0.0013	made
0.0008	trees
0.0002	minute
0.0013	away
0.0012	must
0.0007	should
0.0003	talking
0.0006	house
0.0001	everybody
0.0024	time
0.0001	dream
0.0037	could
0.0008	look
0.0005	until
0.0005	sun
0.0003	believe
0.0001	hours
0.0001	twelve
0.0003	want
0.0002	grey
0.0005	bit
0.0001	dropped
0.0006	enough
0.0002	stand
0.0001	holes
0.0003	tale
0.0001	burning
0.0006	asked
0.0002	grim
0.0003	tried
0.0001	soldiers
0.0001	danger
0.0004	set
0.0003	stopped
0.0026	would
0.0001	vanished
0.0002	wrong
0.0001	reason
0.0003	further
0.0001	hot
0.0002	grass
0.0001	start
0.0006	feet
0.0001	whispered
0.0002	parts
0.0002	creatures
0.0009	once
0.0007	put
0.0001	em
0.0002	smell
0.0002	hills
0.0008	mountains
0.0002	killed
0.0003	lands
0.0002	lower
0.0004	black
0.0005	wizard
0.0011	don
0.0021	her
0.0004	told
0.0002	known
0.0001	aloud
0.0001	fly
0.0001	cross
0.0002	walked
0.0002	answered
0.0004	give
0.0040	out
0.0002	laughed
0.0021	some
0.0037	from
0.0001	dared
0.0001	job
0.0002	prisoners
0.0002	asleep
0.0033	this
0.0003	both
0.0004	dwarf
0.0004	wind
0.0002	frightened
0.0005	hall
0.0028	then
0.0001	mine
0.0004	sort
0.0004	tunnel
0.0006	sat
0.0006	looking
0.0002	elvenking
0.0008	fire
0.0001	hissed
0.0002	struck
0.0001	sprang
0.0006	might
0.0002	farewell
0.0003	bright
0.0004	done
0.0002	ages
0.0001	minutes
0.0003	themselves
0.0007	herself
0.0002	queer
0.0004	few
0.0020	great
0.0434	and
0.0003	leave
0.0051	them
0.0007	let
0.0002	songs
0.0002	shadow
0.0014	mountain
0.0002	call
0.0004	chapter
0.0001	thrush
0.0002	lots
0.0001	wandering
0.0003	thinking
0.0001	gates
0.0002	key
0.0004	north
0.0001	worse
0.0002	expect
0.0001	oakenshield
0.0002	stop
0.0005	lost
0.0002	become
0.0005	anything
0.0002	yer
0.0002	need
0.0002	dragons
0.0003	making
0.0004	fili
0.0003	each
0.0001	luckily
0.0004	moon
0.0002	torches
0.0002	happen
0.0001	dangerous
0.0033	if
0.0001	hundreds
0.0003	talk
0.0010	through
0.0001	plans
0.0001	hanging
0.0001	baby
0.0012	dark
0.0014	soon
0.0001	distant
0.0003	either
0.0002	guessed
0.0002	lot
0.0001	bottle
0.0005	wish
0.0003	hardly
0.0007	something
0.0004	sword
0.0001	forgot
0.0001	yours
0.0001	read
0.0022	off
0.0016	thought
0.0002	noticed
0.0002	please
0.0007	upon
0.0003	question
0.0001	toes
0.0003	slowly
0.0004	treasure
0.0003	none
0.0001	la
0.0001	present
0.0001	met
0.0001	climb
0.0003	added
0.0004	ask
0.0001	fierce
0.0001	thoughts
0.0015	any
0.0002	uncomfortable
0.0019	my
0.0002	secret
0.0002	alive
0.0003	mad
0.0003	land
0.0003	true
0.0001	doesn
0.0003	angry
0.0026	into
0.0002	lonely
0.0004	turn
0.0015	can
0.0004	remember
0.0003	loud
0.0002	burglar
0.0007	lake
0.0006	ring
0.0004	nearly
0.0002	corner
0.0003	magic
0.0003	feeling
0.0002	crack
0.0001	pushed
0.0004	friends
0.0002	shining
0.0001	entrance
0.0001	empty
0.0002	bifur
0.0005	used
0.0013	too
0.0004	navigate
0.0007	full
0.0005	inside
0.0003	room
0.0014	where
0.0002	croquet
0.0001	armour
0.0002	leaves
0.0005	mock
0.0024	more
0.0015	an
0.0002	busy
0.0001	thick
0.0003	passed
0.0031	no
0.0002	beard
0.0002	hungry
0.0003	ought
0.0002	chance
0.0002	beneath
0.0004	legs
0.0003	strong
0.0002	ll
0.0004	better
0.0010	right
0.0002	woods
0.0002	ones
0.0011	began
0.0003	top
0.0005	stone
0.0002	times
0.0002	appeared
0.0004	perhaps
0.0001	leaped
0.0003	big
0.0008	himself
0.0002	adventure
0.0003	name
0.0002	pale
0.0001	circle
0.0002	sides
0.0024	dwarves
0.0001	wise
0.0007	along
0.0034	down
0.0014	here
0.0006	coming
0.0002	hundred
0.0006	white
0.0008	course
0.0008	yet
0.0003	william
0.0001	expected
0.0001	gloom
0.0071	at
0.0001	stick
0.0008	river
0.0002	grow
0.0003	story
0.0008	took
0.0002	lord
0.0002	breath
0.0001	early
0.0002	places
0.0003	forgotten
0.0003	beautiful
0.0002	easy
0.0002	breakfast
0.0003	replied
0.0008	another
0.0002	heads
0.0002	thank
0.0009	dragon
0.0001	past
0.0013	much
0.0008	saw
0.0016	me
0.0005	those
0.0003	alone
0.0001	rode
0.0001	autumn
0.0005	already
0.0001	yourself
0.0002	having
0.0001	arrows
0.0002	eye
0.0002	held
0.0014	even
0.0005	indeed
0.0002	evidence
0.0002	hurry
0.0029	are
0.0005	high
0.0001	torch
0.0003	whether
0.0004	together
0.0002	heavy
0.0003	fair
0.0002	spite
0.0002	smoke
0.0002	broken
0.0003	wonder
0.0002	journey
0.0001	drawing
0.0002	point
0.0001	burst
0.0214	a
0.0011	other
0.0001	anxiously
0.0002	silent
0.0001	lightning
0.0091	had
0.0009	our
0.0101	i
0.0001	bridge
0.0002	cave
