000	025	063	092	118	118	133	153	150	148	
001	036	054	089	102	113	129	143	170	163	
000	027	066	087	090	123	142	134	163	168	
001	023	067	097	097	129	141	139	155	151	
003	033	088	085	101	106	121	143	138	182	
002	054	078	113	131	128	139	130	117	108	
001	067	138	157	165	142	106	091	073	060	
005	161	216	183	146	109	078	051	032	019	
029	533	229	097	050	032	011	016	002	001	
958	041	001	000	000	000	000	000	000	000	
